,,,DAXY 1,DAXY 1,DAXY 1,DAXY 1,DAXY 2,DAXY 2,DAXY 2,DAXY 2,DAXY 3,DAXY 3,DAXY 3,DAXY 3,DAXY 4,DAXY 4,DAXY 4,DAXY 4,WILPY 1,WILPY 1,WILPY 1,WILPY 1,WILPY 2,WILPY 2,WILPY 2,WILPY 2,WILPY 3,WILPY 3,WILPY 3,WILPY 3,WILPY 4,WILPY 4,WILPY 4,WILPY 4,BRISPY 1,BRISPY 1,BRISPY 1,BRISPY 1,BRISPY 2,BRISPY 2,BRISPY 2,BRISPY 2,BRISPY 3,BRISPY 3,BRISPY 3,BRISPY 3,BRISPY 4,BRISPY 4,BRISPY 4,BRISPY 4,SPOOVY 1,SPOOVY 1,SPOOVY 1,SPOOVY 1,SPOOVY 2,SPOOVY 2,SPOOVY 2,SPOOVY 2,SPOOVY 3,SPOOVY 3,SPOOVY 3,SPOOVY 3,SPOOVY 4,SPOOVY 4,SPOOVY 4,SPOOVY 4,GORMY 1,GORMY 1,GORMY 1,GORMY 1,GORMY 2,GORMY 2,GORMY 2,GORMY 2,GORMY 3,GORMY 3,GORMY 3,GORMY 3,GORMY 4,GORMY 4,GORMY 4,GORMY 4,MODI 1,MODI 1,MODI 1,MODI 1,MODI 2,MODI 2,MODI 2,MODI 2,MODI 3,MODI 3,MODI 3,MODI 3,MODI 4,MODI 4,MODI 4,MODI 4
5f45552d5bea2f11711b40b1,animate,lexical,Greedy,1,0,2,fed up,1,1,1,fed up,1,1,2,pleased,1,1,1,Excitable,1,0,1,scared,1,1,1,excited,1,1,2,excited,1,1,2,Fit,1,0,1,upset,1,1,1,cross,1,1,2,upset,1,1,2,Extrovert ,1,0,1,excited,1,1,2,excited,1,1,1,happy,1,1,2,Outdoorsy ,1,0,1,Great,1,0,1,Fun,1,0,1,Fun,1,0,2,Shopping,0,0,1,Clubs,1,1,1,Tennis balls,1,1,1,Gifts,1,1,1
60bfb7216f6da5705b11ca15,animate,lexical,into sweet things,1,0,4,sad,1,1,3,complaining,0,0,1,excited,1,1,4,"playful,fun",1,0,4,friendly,1,0,2,excited,1,1,3,excited,1,1,4,fun,1,0,[blank],car,0,0,1,mad,1,1,4,angry,1,1,3,lazy,1,0,3,happy,1,1,3,excited,1,1,3,shy,1,1,3,excited,1,1,[blank],fun,1,0,4,fun,1,0,3,important,1,0,[blank],personal belongings ,1,1,3,feminine p,1,1,1,"sweets,snacks",1,1,3,"snacks,office supplies",1,1,4
5ce8aed16e250f0001ec2618,animate,lexical,cute hungry funny,1,0,2,nervous,1,1,2,bothered,1,1,[blank],concerned,1,1,2,excited,1,1,1,scared,1,1,2,scared,1,1,3,scared,1,1,3,tired,1,0,1,nervous,1,1,2,angry,1,1,2,angry,1,1,3,energetic,1,0,1,excited,1,1,2,excited,1,1,2,excited,1,1,3,picky,1,0,1,pleasant,1,0,2,pleasant,1,0,2,pleasant,1,0,2,cupcakes croissant bakery,1,1,2,baked-goods  snacks,1,1,2,food digestable ,1,1,2,"souvenirs, snacks, gifts",1,1,3
62fd10443b9a8510ba1298fc,animate,lexical,Friendly ,1,0,1,upset,1,1,2,upset,1,1,2,upset,1,1,3,happy,1,1,2,friendly ,1,0,1,excited,1,1,2,excited,1,1,3,happy,1,1,1,angry,1,1,2,angry,1,1,3,angry,1,1,4,cool,1,0,1,happy,1,1,2,happy,1,1,3,happy,1,1,4,friendly,1,0,1,annoying,1,0,1,annoying,1,0,2,annoying,1,0,2,Slang for immodium,1,0,1,A pet,1,1,1,a type of bird,1,1,1,[blank],n/a,n/a,1
5fe3613dafc8a57da1a66760,animate,lexical,eating,1,0,2,sad,1,1,3,sad,1,1,3,unhappy,1,1,2,happy,1,1,1,affectionate ,1,0,2,glad,1,1,2,happy,1,1,1,a swimmer ,0,0,2,against ,0,0,1,upset,1,1,2,upset,1,1,2,happy,1,1,2,happy,1,1,4,happy,1,1,4,happy,1,1,4,a nice person,0,0,[blank],plesent ,1,0,2,fun,1,0,2,good,1,0,2,small bag,1,1,1,small things,1,1,2,toys,1,1,1,lipsticks,1,1,1
6318e2c61780455450fe4199,animate,lexical,greedy,1,0,1,frustrated,1,1,2,annoyed,1,1,2,pleased,1,1,2,fun-loving,1,0,2,envious,1,1,2,excited,1,1,2,happy,1,1,2,athletic,1,0,2,cautious,1,1,2,mad,1,1,2,annoyed,1,1,2,cheeky,1,0,2,happy,1,1,2,happy,1,1,2,happy,1,1,3,energetic,1,0,1,fun,1,0,2,exhausting,1,0,2,fun,1,0,2,sweets,1,1,2,phones,1,1,1,cake,1,1,2,cakes,1,1,2
5aaa59e2f5c89a0001e25150,animate,lexical,cool,1,0,2,irritated,1,1,2,irritated,1,1,2,irritated,1,1,2,nice,1,0,1,scared,1,1,3,scared,1,1,3,scared,1,1,[blank],interesting,1,0,[blank],scared,1,1,2,mad,1,1,[blank],angry,1,1,3,fun,1,0,2,happy,1,1,3,happy,1,1,3,happy,1,1,3,goofy,1,0,1,fun,1,0,2,fun,1,0,2,fun,1,0,3,"cellphones, medicine",1,1,1,phone,1,1,1,"device, phone",1,1,2,tracker,1,1,1
615239b73d2309dcf9786a1d,inanimate,bleached,Nice,1,0,2,Coat,0,0,1,Expensive,1,0,2,important,1,0,1,Nice,1,0,2,nice,1,0,1,worried,1,1,2,worried,1,1,2,new,1,0,1,worried,1,1,1,worried,1,1,1,worried,1,1,2,smooth,1,0,1,on edge,1,1,1,rushing,0,0,2,rushing,0,0,1,sharp,1,0,1,dangerous,1,0,2,dangerous,1,0,2,dangerous,1,0,2,In a bag,0,0,1,Items,1,1,1,Money,1,0,1,Coins,1,1,2
631d4876679fad1a9469e76c,inanimate,bleached,It's an adjective,1,0,3,It's a feeling,1,1,3,A feeling in reaction to something,1,1,3,excited,1,1,2,Flat,1,0,1,scared,1,1,1,worried,1,1,1,anxious,1,1,2,soft,1,0,1,worried,1,1,1,mad,1,1,2,mad,1,1,2,glittery,1,0,1,pleased,1,1,1,pleased,1,1,2,pleased,1,1,2,lumpy,1,0,1,relaxing,1,0,1,relaxing,1,0,1,relaxing,1,0,1,A smallish object,1,1,2,"A smallish, light non-alive object",1,1,2,An object of some kind,1,1,2,A collectable object,1,1,2
60fd2de5bb1c80a35dfe3bb3,inanimate,bleached,cool,1,0,3,crazy,1,1,2,sure,1,1,3,travelling,0,0,3,brand new,1,0,2,guilty,1,0,2,confident,1,1,2,eager,1,1,2,nice,1,0,1,suspicious,1,1,2,angry,1,1,4,angry,1,1,3,trendy,1,0,2,relieved,1,1,1,rushing,0,0,2,tetchy,1,1,1,very small,1,0,2,bound,1,0,1,fun,1,0,2,fun,1,0,2,type of sweet,1,0,1,type of sweet,1,1,1,type of sweet,1,1,1,type of sweet,1,1,1
5c8371b7c23f2d0001563a9f,inanimate,bleached,trendy or fashionable,1,0,2,useful,1,0,1,worried,1,1,1,useful,1,1,1,heavy,1,0,1,handmade,1,0,2,helpful,1,0,1,happy,1,1,1,useful,1,0,1,concerned,1,1,1,annoyed,1,1,2,annoyed,1,1,2,trendy,1,0,1,concerned,1,1,1,grateful,1,1,1,concerned,1,1,1,cute,1,0,2,safe,1,0,2,safe,1,0,2,safe,1,0,2,biscuits or crisps,1,1,2,books,1,1,1,books or pens,1,1,2,pens,1,1,2
5f108d17d4b3013636d8b01f,inanimate,bleached,new,1,0,2,wrong,1,0,1,certain,1,1,1,certain,1,1,1,wooly,1,0,1,covered,1,0,1,certain,1,1,1,desperate,1,1,1,old,1,0,1,annoyed,1,1,1,annoyed,1,1,2,annoyed,1,1,2,new,1,0,1,excited,1,1,1,excited,1,1,1,excited,1,1,1,[blank],n/a,n/a,1,designed,1,0,1,tiring,1,0,1,tiring,1,0,1,type of headphone,1,1,1,stationary,1,1,1,small thing,1,1,1,something collecatble,1,0,1
5d593bb9035b8900189e4a42,inanimate,bleached,pretty,1,0,2,angry,1,1,2,angry,1,1,2,excited,1,1,2,cool,1,0,2,memory,0,0,2,happy,1,1,1,happy,1,1,1,dusty,1,0,1,annoyed,1,1,2,annoyed,1,1,2,annoyed,1,1,2,groovy,1,0,1,pleased,1,1,1,pleased,1,1,1,pleased,1,1,1,pretty,1,0,2,pretty,1,0,1,fun,1,0,1,fun,1,0,1,Hair ties,1,1,1,Hair Ties,1,1,2,Biscuits,1,1,1,Biscuits,1,0,1
63039343fd5a2e6fb88d2c61,inanimate,bleached,new,1,0,2,angry,1,1,1,surprised,1,1,1,happy,1,1,2,new,1,0,1,frightened,1,1,2,frightened,1,1,2,scared,1,1,2,old,1,0,1,curious,1,1,1,curious,1,1,1,suspicious,1,1,1,new,1,0,1,excited,1,1,1,excited,1,1,1,excited,1,1,1,natural,1,0,1,natural,1,0,1,natural,1,0,1,natural,1,0,1,a food item,1,1,2,a food item,1,1,2,a food item,1,1,2,food item,1,0,2
5caa11e5a15c9800161ad16d,inanimate,bleached,warm,1,0,2,hot,1,0,1,so sure,1,1,2,need to be,0,0,2,saggy,1,0,1,sad,1,1,1,knows,0,0,2,going to,1,0,1,small,1,0,1,glad,1,1,1,angry,1,1,2,angry,1,1,2,fantastic,1,0,2,excited,1,1,3,excited,1,1,3,excited,1,1,3,fantastic,1,0,2,destined,1,0,2,grimy,1,0,1,great,1,0,2,things,1,1,1,items,1,1,2,item,1,1,1,[blank],n/a,n/a,1
5e3a0494852c30225cf95713,inanimate,bleached,Cool,1,0,1,excited,1,1,1,upset,1,1,1,excited,1,1,2,Nice,1,0,1,Lacking,1,0,1,convinced,1,1,1,happy,1,1,3,useful,1,0,1,annoyed,1,1,2,annoyed,1,1,1,annoyed,1,1,2,new,1,0,1,certain,1,1,1,happy,1,1,2,happy,1,1,1,interesting,1,0,2,interesting,1,0,1,exciting,1,0,1,Useful,1,0,1,form of terchnology,1,1,1,piece of technology,1,1,1,Uncommon item,1,1,1,Popular item,1,1,1
596e000bfb7959000162f52f,inanimate,bleached,cool,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,2,soft,1,0,1,made,1,0,1,looking for,0,0,1,looking forward,0,0,1,smart,1,0,1,mad,1,1,1,mad,1,1,2,mad,1,1,2,spooky,1,0,1,scared,1,1,1,looking forward,0,0,1,disappointed,1,1,1,colourful,1,0,1,excited,1,1,1,exciting,1,0,1,exciting,1,0,1,"food, sweets",1,1,2,food,1,1,2,an item,1,1,1,a collectable,1,1,1
5cfa7e66b131cd001aa86c44,inanimate,bleached,[blank],n/a,n/a,2,possibly good,1,0,1,happy,1,1,2,happy,1,1,2,[blank],n/a,n/a,2,weary,1,0,1,worried,1,1,3,worried,1,1,1,[blank],n/a,n/a,3,worried,1,1,1,angry,1,1,2,angry,1,1,2,cool  ,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,3,tasty,1,0,1,good,1,0,1,good,1,0,2,good,1,0,2,[blank],n/a,n/a,3,[blank],n/a,n/a,3,[blank],n/a,n/a,3,[blank],n/a,n/a,3
61006c7ded56391a96ff75a5,inanimate,bleached,Big,1,0,1,"new, nice",1,0,1,sad,1,1,2,excited,1,1,2,new,1,0,1,scared,1,1,2,scared,1,1,2,nervous,1,1,2,small,1,0,1,curious,1,1,1,angry,1,1,1,angry,1,1,2,happy,1,1,1,pleased,1,1,1,anxious,1,1,2,anxious,1,1,2,fluffy,1,0,1,fun,1,0,1,fun?,1,0,[blank],Fun,1,0,2,Sweets ,1,1,1,Candy or hair tie,1,1,1,"Receipts, candy, clips",1,1,1,"Receipt, candy, clip?",1,1,1
5b043626d7af450001ebeefb,inanimate,bleached,cool,1,0,2,unsure,1,1,1,worried,1,1,2,concerned,1,1,1,rich,1,0,1,copy,0,0,2,certain,1,1,2,certain,1,1,2,old,1,0,1,concerned,1,1,1,annoyed,1,1,2,annoyed,1,1,1,new,1,0,1,certain,1,1,1,anxious,1,1,2,worried,1,1,2,cool,1,0,1,cool,1,0,1,cool,1,0,2,wonderful,1,0,2,[blank],n/a,n/a,3,[blank],n/a,n/a,3,[blank],n/a,n/a,3,[blank],n/a,n/a,3
57ca2f6c6736cf0001b32017,inanimate,bleached,sexy sweet,1,0,2,asking about something,0,0,1,causes a scene,0,0,1,an experience,0,0,1,helpful,1,0,1,does something,0,0,1,predicts event,0,0,3,makes you move,0,0,2,playful,1,0,2,item that makes you do something mop,0,0,2,pet upset with you,0,0,2,pet,0,0,2,helpful,1,0,2,makes dinner,0,0,1,excited,1,1,1,happy,1,1,3,playful,1,0,2,fun,1,0,2,fun,1,0,2,exciting,1,0,3,snack,1,1,3,multiple snacks,1,1,3,snacks you can grab,1,1,2,an item that you can have multiple off like coloured pens,1,1,3
60c2b5411e6268b10e6625d6,inanimate,bleached,useful,1,0,1,[blank],n/a,n/a,1,glad,1,1,1,excited,1,1,1,nice,1,0,1,[blank],n/a,n/a,1,concerned,1,1,1,[blank],n/a,n/a,1,new,1,0,1,anxious,1,1,1,thinking,0,0,1,thinking,1,0,1,neat,1,0,1,sure,1,1,1,thankful,1,1,1,thankful,1,1,1,awesome,1,0,1,awesome,1,0,1,awesome,1,0,1,awesome ,1,0,1,everyday object ,1,1,1,toy,1,1,1,toy,1,1,1,toy,1,1,1
62fcabf17fc3d7ef0952fb6c,inanimate,bleached,describes something,1,0,2,unsure,1,1,1,a feeling,1,1,2,an emotion,1,1,2,unsure,1,1,1,looks like,0,0,1,feeling,1,1,2,feeling,1,1,1,someone else's,1,0,1,upset,1,1,1,upset,1,1,2,upset,1,1,2,unsure,1,1,1,excited,1,1,1,excited,1,1,2,excited,1,1,1,good,1,0,1,happy,1,1,1,good,1,0,1,good,1,0,2,something in bag,1,1,2,[blank],n/a,n/a,1,[blank],n/a,n/a,1,multiple of something,1,1,1
62fbb4a001f5f7bfcdd72b8b,inanimate,bleached,cool,1,0,2,happy,1,1,2,angry,1,1,2,excited,1,1,3,cool,1,0,1,smells,0,0,3,excited,1,1,2,happy,1,1,2,small,1,0,1,happy,1,1,1,angry,1,1,3,annoyed,1,1,2,soft,1,0,1,excited,1,1,1,excited,1,1,2,excited,1,1,3,green,1,0,1,happy,1,1,1,boring,1,0,2,fun,1,0,1,"food, shampoo",1,0,1,"oranges, cans sweets",1,1,1,"fruits, eggs",1,1,1,"cards, sweets ",1,1,1
616c9332fbd4c31a4973114c,inanimate,bleached,[blank],n/a,n/a,3,[blank],n/a,n/a,2,annoyed,1,1,2,A person maybe,0,0,3,Not a word used yet,0,0,1,An object someone made,0,0,2,Bad ,1,0,2,happy,1,1,3,Something to do with modi,0,0,2,Aggy,0,0,2,unhappy,1,1,2,unhappy,1,1,1,Nice,1,0,3,happy,1,1,2,happy,1,1,3,angry,1,1,2,A person,0,0,2,Good,1,0,2,Doing things,0,0,2,Good,1,0,2,Something in the bag,1,1,3,There are three of them,1,0,2,Objects,1,1,2,[blank],n/a,n/a,2
57b27d847d42b700012dd055,inanimate,bleached,cheap,1,0,1,[blank],n/a,n/a,1,confident,1,1,2,confident,1,1,3,unique,1,0,2,sure,1,1,1,sure,1,1,3,sure,1,1,4,cute,1,0,2,sure,1,1,2,mad,1,1,3,mad,1,1,3,expensive,1,0,2,confident,1,1,2,excited,1,1,2,excited,1,1,3,mine,1,0,2,nice,1,0,2,nice,1,0,3,nice,1,0,4,a food item,1,1,2,a toy,1,1,2,a toy,1,1,2,a toy,1,1,2
62e1547499643e7b972692d1,inanimate,bleached,Cool,1,0,2,Apart of,0,0,2,attached,1,0,2,happy,1,1,1,Amaz,0,0,1,Crochet,0,0,1,curious,1,1,1,happy,1,1,1,Amazing ,1,0,1,jealous,1,1,1,jealous,1,1,1,annoyed,1,1,1,Scary,1,0,1,curious,1,1,1,excited,1,1,1,annoyed,1,1,2,Gross,1,0,1,Gross,1,0,[blank],Gross,1,0,2,Gross ,1,0,2,New Technology ,1,1,2,Keys,1,1,1,Pen,1,1,2,Pen,1,1,1
57f11328f283e200011bc93e,inanimate,bleached,Cool,1,0,2,crazy,1,1,1,sure,1,1,1,sure,1,1,1,Nice,1,0,1,Capable,1,0,1,confident,1,1,1,Useful,1,0,1,Useful,1,0,1,jealous,1,1,1,cross,1,1,1,mad,1,1,1,On trend,1,0,1,happy,1,1,1,excited,1,1,1,excited,1,1,1,happy,1,1,1,happy,1,1,1,Fun,1,0,1,Fun,1,0,1,Phone,1,1,1,Coins,1,1,1,Tissues,1,1,1,Apples,1,1,1
6082c37809793130ca4b3f0e,inanimate,bleached,cool,1,0,2,happy,1,1,1,happening,1,0,1,excited,1,1,1,one of a kind,1,0,1,important,1,0,1,knowledgeable,1,0,1,excited,1,1,1,hard,1,0,1,interested,1,1,1,searching,1,0,1,confident,1,1,1,great,1,0,1,interested,1,1,1,happy,1,1,1,wonderful,1,0,1,alive,1,0,1,fun,1,0,2,fun,1,0,2,important,1,0,1,things in bag,1,1,1,pencils,1,1,1,gadgets,1,1,1,objects in the bag,1,1,1
634696bb92c2e5319fcf3527,inanimate,bleached,an item,0,0,2,crazy,1,1,2,certain,1,1,3,keen,1,1,2,nice,1,0,2,ornament,0,0,2,confident,1,1,3,keen,1,1,3,nice,1,0,2,annoyed,1,1,2,annoyed,1,1,3,annoyed,1,1,3,nice,1,0,2,certain,1,1,2,keen,1,1,2,dirty,1,0,2,plain,1,0,2,bound ,1,0,3,gross,1,0,2,certain,1,1,2,[blank],n/a,n/a,3,[blank],n/a,n/a,4,[blank],n/a,n/a,3,an object,1,1,3
6065a8becc1f681d7a36115e,inanimate,bleached,[blank],n/a,n/a,2,[blank],n/a,n/a,2,scared,1,1,2,excited,1,1,2,New,1,0,2,scared,1,1,2,scared,1,1,2,scared,1,1,2,New,1,0,1,happy,1,1,2,angry,1,1,2,angry,1,1,2,Scared,1,1,1,happy,1,1,1,excited,1,1,2,excited,0,1,2,happy,1,1,2,happy,1,1,2,Scary ,1,0,2,Scary,1,0,2,They stay inside the bag,0,0,1,It means bag holder,1,1,2,It means bag holder ,1,1,2,It means bag holder,1,1,1
613cc5de78e7317f29171d0c,inanimate,bleached,Special,1,0,2,excitable,1,0,1,excited,1,1,2,excited,1,1,[blank],Soft,1,0,1,Reminiscent ,1,0,1,A signal,0,0,1,A reminder,0,0,1,Empty,1,0,2,anxious,1,1,1,mad,1,1,1,mad,1,1,2,Groovy,1,0,2,excited,1,1,2,excited,1,1,2,excited,1,1,2,Green,1,0,2,Sticky,1,0,1,Sticky,1,0,2,Slimy,1,0,2,Writing implements,1,1,1,Writing implements,1,1,1,Still writing implements ,1,1,1,A collectible writing implements ,1,1,1
63bd81465a7246c0da98e4bd,inanimate,bleached,useful,1,0,1,worried,1,1,2,worried,1,1,1,excited,1,1,3,bad,1,0,1,made,1,0,2,cautious,1,1,1,happy,1,1,2,new,1,0,1,thinking,0,0,3,angry,1,1,3,angry,1,1,4,comfy,1,0,1,aware,1,1,2,wanting,0,0,2,useless,1,0,1,pretty,1,0,2,good,1,0,2,rewarding,1,0,1,normal,1,0,2,Electronic ,1,1,1,collectible,1,1,1,[blank],n/a,n/a,1,Type of pen,1,1,1
62e2dbce6972374fdd427048,inanimate,bleached,Cool,1,0,1,mad,1,1,1,mad,1,1,2,excited,1,1,3,sad,1,1,1,worried,1,1,2,worried,1,1,3,worried,1,1,2,angry,1,1,1,angry,1,1,3,angry,1,1,4,angry,1,1,4,Good,1,0,1,happy,1,1,2,happy,1,1,3,happy,1,1,4,Nice,1,0,1,Nice,1,0,2,Nice,1,0,3,Nice,1,0,4,Things,1,1,[blank],Items,1,1,2,Items,1,1,2,Items,1,1,2
5d29d7d739e2c7000140f10d,inanimate,bleached,cool,1,0,2,happy,1,1,2,annoyed,1,1,3,excited,1,1,3,heavy,1,0,2,scared,1,1,2,scared,1,1,4,worried,1,1,3,cool,1,0,1,happy,1,1,2,angry,1,1,2,angry,1,1,2,new,1,0,1,excited,1,1,3,excited,1,1,4,nervous,1,1,2,dirty,1,0,2,grateful,1,0,2,scary,1,0,2,hard,1,0,2,pens,1,1,2,planners,1,1,2,pens,1,1,2,ideas,1,1,2
57549ae7f2ab9d00062ffe4c,inanimate,bleached,Hair appliance ,0,0,2,Appliance for hair,0,0,1,certain,1,1,3,Reminder,0,0,2,Craft ,0,0,2,guilty,1,0,1,certain,1,1,1,certain,1,1,1,[blank],n/a,n/a,1,[blank],n/a,n/a,1,annoyed,1,1,2,annoyed,1,1,3,Adorable,1,0,2,scared,1,1,1,scared,1,1,2,scared,1,1,2,Cute ,1,0,1,Good ,1,0,1,Good,1,0,2,Cool,1,0,2,Sweet,1,1,1,Keys,1,1,1,Technology ,1,1,2,Objects,1,1,1
60a5a599bbb27be1974dae25,inanimate,bleached,nice,1,0,2,thinking,0,0,1,frightened,1,1,1,excited,1,1,2,special,1,0,2,tired,1,0,2,worried,1,1,2,worried,1,1,1,dangerous,1,0,2,uneasy,1,1,2,angry,1,1,1,angry,1,1,1,fancy,1,0,2,happy,1,1,2,happy,1,1,2,happy,1,1,3,happy,1,1,2,happy,1,1,3,joyful,1,1,3,joyful,1,1,2,food,1,0,1,money,1,0,1,sweets,1,1,2,sweets,1,1,2
5c30b2a910677f0001dda4c8,inanimate,bleached,new,1,0,1,revised,1,0,1,aware,1,1,1,expected,1,0,1,warm,1,0,1,made ,1,0,1,worried,1,1,1,excited,1,1,[blank],new,1,0,1,worried,1,1,1,angry,1,1,1,concerned,1,1,1,new,1,0,1,happy,1,1,1,impatient,1,1,1,happy,1,1,1,pretty,1,0,1,exciting,1,1,1,fun,1,0,1,good,1,0,1,fruit,1,0,1,"fruit, books, ",1,1,1,"books, fruit, pens",1,1,1,"books, fruit, pens",1,1,1
5f37e4f20fef2606653ec8ae,inanimate,bleached,Cool,1,0,1,happy,1,1,1,happy,1,1,2,happy,1,1,3,tasty,1,0,1,tastes of,1,0,1,worried,1,1,3,happy,1,1,2,fun,1,0,1,happy,1,1,1,annoyed,1,1,2,annoyed,1,1,2,cool,1,0,1,cool,1,0,1,happy,1,1,1,happy,1,1,[blank],pretty,1,0,1,happy,1,1,1,fun,1,0,1,fun,1,0,2,Food,1,0,1,make up,1,0,1,Food,1,1,1,phones,1,1,1
5f566443352f600826449f4b,inanimate,bleached,new,1,0,1,special,1,0,1,certain,1,1,1,certain,1,1,1,warm,1,0,1,handmade,1,0,1,a sign,0,0,1,made,0,0,1,warm,1,0,1,interested,1,1,1,annoyed,1,1,1,surprised,1,1,1,cool,1,0,1,concerned,1,1,1,interested,1,1,1,interested,1,1,1,wild,1,0,1,unusual,1,0,1,wild,1,0,1,unusual,1,0,1,fruit,1,0,1,phone,1,1,1,pictures,1,1,1,photo,1,1,1
5f57be602095072bb238a7ab,inanimate,bleached,Cool,1,0,1,[blank],n/a,n/a,1,[blank],n/a,n/a,1,Diary,0,0,1,Warm,1,0,1,Diary,0,0,1,Fortune dice,0,0,1,Voice recorder,0,0,1,Crispy ,1,0,1,worried,1,1,1,angry,1,1,1,cross,1,1,1,Cool,1,0,1,excited,1,1,1,excited,1,1,1,excited,1,1,1,Friendly,1,0,1,happy,1,1,1,Stressful ,1,0,1,Stressful ,1,0,2,Toys ,1,1,1,Food snacks,1,1,1,Food snacks ,1,1,1,Hair bands ,1,1,1
5e8e0580039e7106da8388d2,inanimate,bleached,modern,1,0,1,unsure,1,1,1,sure,1,1,1,meant,0,0,1,cool,1,0,1,attached,0,0,1,sure,1,1,1,meant,0,0,1,heavy,1,0,1,made,1,0,1,angry,1,1,1,happy,1,1,1,trendy,1,0,1,excited,1,1,1,happy,1,1,1,happy,1,1,1,light,1,0,1,born,1,0,1,healthy,1,0,1,nice,1,0,1,"pencils, pens, coins",1,1,1,"coins, collectables, toys",1,1,1,flowers,1,1,2,flowers,1,1,2
5ebd841ddea21b08a0aa3057,inanimate,bleached,new,1,0,1,curious,1,1,2,happy,1,1,2,happy,1,1,1,flimsy,1,0,1,missing,1,0,2,know,0,0,3,glad,1,1,2,new,1,0,1,cautious,1,1,1,angry,1,1,3,angry,1,1,3,pretty,1,0,1,excited,1,1,1,excited,1,1,2,excited,1,1,2,tiny,1,0,1,comfortable,1,0,1,comfortable,1,0,2,gross,1,0,2,cookie,1,1,2,cookie,1,1,2,cookie,1,1,2,cookie,1,1,2
5ea302aeb39fb424ac3b7e36,inanimate,bleached,grey,1,0,[blank],excited,1,1,2,sad,1,1,2,excited,1,1,2,handmade,1,0,1,handmade,1,0,2,worried,1,1,1,excited,1,1,1,fuzzy,1,0,1,worried,1,1,1,angry,1,1,2,angry,1,1,2,friendly,1,0,1,excited,1,1,1,excited,1,1,2,excited,1,1,1,hungry,1,0,1,nice,1,0,1,nice,1,0,2,nice,1,0,2,things,1,1,1,tools,1,1,1,snacks,1,1,1,snacks,1,1,1
5ce5b9844cd8130019acba32,inanimate,bleached,good,1,0,1,useful,1,0,1,not always useful,0,0,1,a moveable item,0,0,1,used,1,0,1,interesting product,0,0,1,predicts outcomes,0,0,2,predicts outcomes and assists people,0,0,1,different,1,0,1,unsure,1,1,1,annoyed,1,1,[blank],annoyed,1,1,1,smooth,1,0,1,happy,1,1,1,destined,1,0,1,happy,1,1,1,cute,1,0,1,benefits being in places to use,1,0,1,difficult to use,1,0,[blank],benefical to people,1,0,1,an item to use,1,1,2,something to use,1,1,2,an item which can be used,1,1,2,a useful product with different uses,1,1,1
5fc0c7b73605db59cfd30666,inanimate,bleached,unique,1,0,4,sure,1,1,3,sure,1,1,4,eager,1,1,4,cute,1,0,3,worthy,1,0,3,concerned,1,1,3,eager,1,1,4,sweet,1,0,3,angry,1,1,3,angry,1,1,3,upset,1,1,3,nice,1,0,3,happy,1,1,3,too nice,1,0,4,eager,1,1,3,cute,1,0,3,weird,1,0,3,tiring,1,0,4,wrong,1,0,3,"Candy, snack",1,0,3,"candy, snack, sweets, fruits",1,1,4,"candy, snacks, fruits, sweets",1,1,4,"Candy, snacks, sweets, fruit",1,1,4
614760e10d7e4f41c50e0082,inanimate,bleached,works well,1,0,1,annoyed,1,1,2,annoyed,1,1,2,annoyed,1,1,2,fragile,1,0,2,fragile,1,0,1,fragile ,1,0,1,fragile,1,0,1,heavy,1,0,1,heavy,1,0,2,angry,1,1,1,angry,1,1,3,expensive,1,0,2,nervous,1,1,1,nervous,1,1,2,nervous,1,1,3,nerdy,1,0,2,nerdy,1,0,3,nerdy,1,0,4,nerdy,1,0,4,snacks,1,1,1,pets,1,1,1,animals,1,1,1,animals,1,1,1
5cf91e3f1756e60017a30568,inanimate,bleached,Chocolate Strawberry Vanilla,0,0,2,Sweet  ,1,0,1,happy,1,1,2,excited,1,1,2,Tasty  ,1,0,2,A piece a section a,0,0,1,afraid,1,1,1,happy,1,1,2,Pretty,1,0,2,happy,1,1,1,mad,1,1,2,happy,1,1,2,Expensive,1,0,1,happy,1,1,2,happy,1,1,1,happy,1,1,1,friendly,1,0,1,good,1,0,2,risky,1,0,2,Fun,1,0,2,Sweets Candy Chocolate,1,1,1,Chocolate bars c,1,1,1,Flowers Plants ,1,1,1,Flowers Sweets Cakes,1,1,1
5f735d195a302d06b07acf90,inanimate,bleached,Cool or ,1,0,2,Great,1,0,2,happy,1,1,2,happy,1,1,2,Limp or similar,1,0,1,Worthy or worthwhile ,1,0,1,Predicting something or a prediction,0,0,1,A planner or diary,0,0,1,Rare,1,0,1,A digital assistant or planner,0,0,1,cross,1,1,1,cross,1,1,2,"Nice, ",1,0,1,happy,1,1,1,happy,1,1,2,happy,1,1,3,Nice,1,0,1,Nice,1,0,2,Nice,1,0,2,Nice,1,0,2,It is a type of product,1,1,2,A type of product,1,1,2,It is a common product,1,1,3,A type of collectable product ,1,1,3
