,,,MODI,MODI,MODI,MODI,MODI,MODI,MODI,MODI,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ce5b9844cd8130019acba32,inanimate,bleached,,,,,,,,,,,good,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfy,0,,,,,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc0c7b73605db59cfd30666,inanimate,bleached,"Candy, snack",0,"candy, snack, sweets, fruits",1,"candy, snacks, fruits, sweets",1,"Candy, snacks, sweets, fruit",1,unique,0,sure,1,sure,1,eager,1,cute,0,worthy,0,concerned,1,eager,1,cute,0,weird,0,tiring,0,wrong,0,sweet,0,angry,1,angry,1,upset,1,nice,0,happy,1,too nice,0,Nice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc0c7b73605db59cfd30666,inanimate,bleached,,,,,,,,,nice,0,,,,,,,precious,0,,,,,willing,1,different,0,wrong,0,exhausting,0,embarassing,0,sour,0,sad,1,upset,1,angry,1,fashionable,0,nice,0,cute,0,cute,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc0c7b73605db59cfd30666,inanimate,bleached,,,,,,,,,,,accurate,0,confident,1,,,lovely,0,,,positivity,0,positive,1,,,uncomfortable,0,embarassing,0,,,,,,,furious,1,,,,,,,trendy,0,trendy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc0c7b73605db59cfd30666,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eager,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614760e10d7e4f41c50e0082,inanimate,bleached,snacks,1,pets,1,animals,1,animals,1,works well,0,annoyed,1,annoyed,1,annoyed,1,fragile,0,fragile,0,fragile ,0,fragile,0,nerdy,0,nerdy,0,nerdy,0,nerdy,0,heavy,0,heavy,0,angry,1,angry,1,expensive,0,nervous,1,nervous,1,nervous,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf91e3f1756e60017a30568,inanimate,bleached,Sweets Candy Chocolate,1,Chocolate bars c,1,Flowers Plants ,1,Flowers Sweets Cakes,1,Chocolate Strawberry Vanilla,0,Sweet  ,0,happy,1,excited,1,Tasty  ,0,A piece a section a,0,afraid,1,happy,1,friendly,0,good,0,risky,0,Fun,0,Pretty,0,happy,1,mad,1,happy,1,Expensive,0,happy,1,happy,1,useful,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf91e3f1756e60017a30568,inanimate,bleached,,,,,,,,,,,Colourful,0,mad,1,scared,1,Colourful,0,,,excited,1,glad,1,pretty,0,exciting,0,fun,0,exciting,0,Useful,0,sad,1,angry,1,angry,1,High tech ,0,sad,1,handy,0,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf91e3f1756e60017a30568,inanimate,bleached,,,,,,,,,,,Interst,0,sad,1,happy,1,Nice,0,,,happy,1,relieved,1,,,danger,0,exciting,0,risky,0,New,0,mad,1,upset,1,upset,1,,,ready,0,,,handy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f735d195a302d06b07acf90,inanimate,bleached,It is a type of product,1,A type of product,1,It is a common product,1,A type of collectable product ,1,Cool or ,0,Great,0,happy,1,happy,1,Limp or similar,0,Worthy or worthwhile ,0,Predicting something or a prediction,0,A planner or diary,0,Nice,0,Nice,0,Nice,0,Nice,0,Rare,0,A digital assistant or planner,0,cross,1,cross,1,"Nice, ",0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f735d195a302d06b07acf90,inanimate,bleached,,,,,,,,,,,perfect,0,,,,,,,,,,,,,pretty,0,pleasant,0,pleasant,0,pleasant,0,new,0,,,angry,1,angry,1,one of a kind,0,,,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f735d195a302d06b07acf90,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,pleasant,0,great,0,great,0,great,0,a collectable,0,,,annoyed,1,annoyed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f735d195a302d06b07acf90,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cool,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a863fb8f1408d0001768afa,inanimate,bleached,banana,1,book,1,book,1,book,1,electric,0,excited,1,excited,1,excited,1,soft,0,smelling,0,nervous,1,nervous,1,cold,0,good,0,good,0,good,0,old,0,cool,0,mad,1,mad,1,new,0,certain,1,glad,1,glad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f805dd87a1fdb064708f313,inanimate,bleached,[blank],n/a,[blank],n/a,[blank],n/a,[blank],n/a,probably dirty,0,confident,1,confident,1,confident,1,fancy,0,be,0,think,0,to do,0,comfy,0,to be,0,hard,0,hard,0,fancy,0,sure,1,angry,1,angry,1,smooth,0,sure,1,sure,1,sure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608c4ca9fe8456a133ac3d85,inanimate,bleached,jewelery,0,Snack,1,Snack,1,a fidget toy,1,durable,0,suspicious,1,suspicious,1,uncomfortable,0,elastic,0,poorly made,0,worried,1,hopeful,1,lazy,0,unpleasant,0,unpleasant,0,embarrassing,0,damaged,0,uneasy,1,upset,1,upset,1,expensive,0,scared,1,scared,1,scared,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cfb5233df7d70001619ca90,inanimate,bleached,new,0,new bag,1,new bag,1,designer bag,1,new,0,crazy,1,crazy,1,anxious,1,beautiful,0,happy,1,happy,1,happy,1,playful,0,playful,0,playful,0,playful,0,new,0,anxious,1,angry,1,angry,1,beautiful,0,sad,1,sad,1,sad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ab94701eab113dfefe60ad,inanimate,bleached,beauty cosmetics,1,feminine cosmetics,1,stationery,1,stationery,1,useful,0,old,0,exposed,0,excited,1,amazing,0,great,0,looks great,0,looks great,0,lonely,0,lonely,0,lonely,0,lonely,1,worn out,0,worn out,0,worn out,0,worn out,0,new,0,influential,0,influential,0,moves around,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636a740f2956031d8abf5bf1,inanimate,bleached,type of food,0,type of food,1,pens,1,pens,1,fun,0,annoyed,1,annoyed,1,excited,1,nice,0,similar,0,certain,1,excited,1,gorgeous,0,happy,1,hardwork,0,selfish,0,old,0,annoyed,1,annoyed,1,annoyed,1,brand new,0,delighted,1,excited,1,annoyed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fe79117e082892a4e47723,inanimate,lexical,[blank],n/a,Item,1,Item,1,Item,1,Present ,0,unhappy,1,unhappy,1,unhappy,1,unsure,1,scared,1,scared,1,scared,1,Bright ,0,Nice ,0,Fun,0,Fun,0,happy,1,happy,1,mad,1,angry,1,Expensive ,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60aed9850592d6678e2c06ba,inanimate,lexical,sweets,1,phones,1,coins,1,coins,1,new,0,suitable,0,certain,1,great,0,fun,0,good,0,sure,1,safe,0,new,0,safe,0,tiring,0,good,0,old,0,shy,1,annoyed,1,annoyed,1,expensive,0,[blank],n/a,happy,1,hat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dc9c2c0b9fad36ddca37632,inanimate,lexical,thing,1,lipstick,1,key,1,key,1,pretty,0,useful,0,annoyed,1,annoyed,1,special,0,afraid,1,hopeful,1,happy,1,tasty,0,manufactured,0,annoying,0,annoying,0,old,0,dependent,0,angry,1,angry,1,desirable,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5be2dab1dc5b8d0001ce18a9,inanimate,lexical,pens,1,type of payment,1,something edible,1,something edible,1,warm,0,unhappy,1,annoyed,1,annoyed,1,fragile,0,afraid,1,afraid,1,afraid,1,wild,0,excited,1,exciting,0,exciting,0,sharp,0,cranky,1,angry,1,angry,1,happy,1,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,"phones, earphones, ",1,"hairbrush, bottles, pens",1,"pens, pencils",1,"pens, glasses, gloves, ",1,cool,0,sensitive,0,sure,1,happy,1,a name,0,scared,1,sure,1,happy,1,[blank],n/a,great,0,annoying,0,great,0,shiny,0,happy,1,mad,1,sad,1,groovy,0,happy,1,glad,1,annoyed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,,,,,,,,,great,0,,,,,,,cute,0,,,,,,,,,wonderful,0,stressful,0,fun,0,soft,0,unhappy,1,annoyed,1,upset,1,fun,0,glad,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,,,,,,,,,awesome,0,,,,,,,homemade,0,,,certain,1,,,,,,,wonderful,0,,,awesome,0,fine,0,upset,1,offended,1,awesome,0,relieved,1,overjoyed,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,,,,,,,,,name,0,,,,,,,,,,,,,,,,,,,fun,0,,,great,0,,,,,hurt,0,useful,0,sad,1,elated,1,elated,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amazing,0,,,,,,,,,devastated,1,,,disappointed,1,unhappy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc6a6691dd15336fcc81742,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elated,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f619d46bfaddb146a5c04e6,inanimate,lexical,things,1,thing,1,thing,1,thing,1,nice,0,unsure,1,unhappy,1,unhappy,1,perfect,0,scared,1,scared,1,scared,1,perfect,0,happy,1,exctiing,0,exciting,0,nice,0,a result of,0,angry,1,angry,1,pretty,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d7de72016b0a00001c36af3,inanimate,lexical,Keys,1,Pens,1,Pen,1,Pen,1,New,0,unimpressed,0,unimpressed,0,unhappy,1,Edible,0,scared,1,scared,1,scared,1,Friendly,0,Entertaining,0,Entertaining,0,Entertaining,0,Fragile,0,worried,1,annoyed,1,annoyed,1,Flash,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e41d56250cd36000ac74d1e,inanimate,lexical,[blank],n/a,[blank],n/a,[blank],n/a,Things,1,Beautiful,0,worried,1,sure,1,excited,1,Great,0,scared,1,sure,1,excited,1,Left,0,Good ,0,Fun,0,Fun,0,Old,0,concerned,1,angry,1,angry,1,The best,0,glad,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ac38ab2405314d4be6d529,inanimate,lexical,candy,0,gum,1,toys,1,collectible toys,1,new,0,knowledgable,0,smart,0,excited,1,new,0,knowledgeable,0,confident,1,happy,1,ugly,0,enjoys,0,interesting,0,interesting amusing,0,old,0,knows,0,mad,1,annoyed,1,new,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ac38ab2405314d4be6d529,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entertaining,0,,,,,,,,,,,,,,,,,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60f8659dc04284bf891de09d,inanimate,lexical,small personal effect,1,[blank],n/a,[blank],n/a,[blank],n/a,cool,0,unsure,1,pleased,1,happy,1,[blank],n/a,afraid,1,afraid,1,unsure,1,interesting,0,interesting,0,interesting,0,interesting,0,useful,0,precarious ,0,mad,1,mad,1,funky,0,[blank],n/a,pleased,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60f8659dc04284bf891de09d,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,unsure,1,curious,1,,,,,,,helpful,0,,,,,,,,,cool,0,,,happy,1,chilled,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60f8659dc04284bf891de09d,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,worried,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62c4b317f533d33ee1a2e542,inanimate,lexical,Chewing gum,1,Chewing gum,1,Chewing gum,1,Chewing gum,1,Teddy,0,Dog,0,upset,1,happy,1,Golden ,0,scared,1,anxious,1,anxious,1,Dirty,0,stressed,1,Stressful,0,Stressful,0,Heavy,0,anxious,1,upset,1,upset,1,Comfy,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63b7d0ea4778caf55db8674e,inanimate,lexical,small object,1,small object,1,small ,1,small object,1,cool,0,useful,0,certain,1,useful for,0,good,0,made out of,0,excited,1,excited,1,unique,0,interesting,0,enjoyable,0,enjoyable,0,helpful to have,0,nervous,1,angry,1,angry,1,new,0,bright,0,ex,0,lit-up,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63b7d0ea4778caf55db8674e,inanimate,lexical,,,,,,,,,,,,,sure,1,,,,,,,,,,,,,fun,0,fun,0,,,,,,,upset,1,upset,1,fresh,0,lighting up,0,,,alive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ea9de15df734413226d7f0d,inanimate,lexical,a small object,1,a small object,1,a small object,1,a small object,1,nice,0,useful,0,ensuring,0,useful,0,handmade,0,free,0,aware,1,excited,1,dirty,0,happy,1,happy,1,pleasant,0,useful,0,wary,1,suspicious,1,suspicious,1,luxurious,0,indicative,0,made,0,functional,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fe11079929d4e3d9f31249,inanimate,lexical,books,1,textbooks,1,textbooks,1,pencils,1,new,0,upset,1,upset,1,nervous,1,awesome,0,scared,1,nervous,1,afraid,1,kind,0,scared,1,scary,0,scary,0,pointy,0,annoyed,1,annoyed,1,annoyed,1,shiny,0,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b232f6838fc0c000131438c,inanimate,lexical,coins,1,books,1,books,1,books,1,good,0,nervous,1,happy,1,happy,1,solid,0,full of,0,excited,1,happy,1,pretty,0,pretty,0,fun,0,fun,0,wet,0,worried,1,mad,1,mad,1,cool,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e1297656e8aab8e8a1b3b76,inanimate,lexical,gloves,1,different pens,1,i think it could be a pen as she said 3 so 3 pens,1,still think it could be pens.,1,nice,0,warm,0,warm,0,warm,0,good,0,free,0,right,0,great,0,pretty,0,good,0,nice,0,fun,0,new,0,scared,1,angry,1,annoyed,1,great,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607349eb37348422bd6ce08f,inanimate,lexical,"books, pogs",1,"books, pens",1,books,1,books,1,cute,0,annoyed,1,sure,1,happy,1,useful,0,made,0,sad,1,sad,1,lost,0,happy,1,exciting,0,exciting,0,helpful,0,excited,1,angry,1,angry,1,new,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607349eb37348422bd6ce08f,inanimate,lexical,,,,,,,,,useful,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60460256be7c58000ad5f8de,inanimate,lexical,Books,1,Books,1,Textbooks,1,Sweets,1,Expensive,0,happy,1,sad,1,bad,0,ugly,0,scared,1,Detector ,0,Plant ,0,Pet,0,pet,0,exciting ,0,Exciting,0,cup,0,mad,1,mad,1,mad,1,Teddybear,0,happy,1,very happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295c814983374f0c2db15ec,inanimate,lexical,Fruit,0,Fruit,0,Things,1,Things,1,Red,0,unhappy,1,unhappy,1,happy,1,sad,1,scared,1,scared,1,scared,1,tired,0,Nice,0,Fun,0,Fun,0,Old,0,excited,1,angry,1,angry,1,cool,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fa154fd4cbe97227182aff7,inanimate,lexical,Items in bag,1,Items in bag,1,Items in bag,1,Items in bag,1,[blank],n/a,[blank],n/a,happy,1,happy,1,Useful,0,Made for ,0,happy,1,happy,1,friendly,0,safe,0,fun,0,fun,0,useful,0,sad,1,angry,1,angry,1,expensive,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f7ca372a8afc510abbbe99b,inanimate,lexical,candies gifts,1,"pictures, food",1,"treats, snacks, gifts",1,"food, treats",1,exciting,0,unhappy,1,unhappy,1,prepared,1,strange,0,afraid,1,frightened,1,scared,1,old,0,happy,1,exciting,0,exciting,0,solid,0,angry,1,angry,1,angry,1,gross,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f7ca372a8afc510abbbe99b,inanimate,lexical,,,,,,,,,pretty,0,,,,,unhappy,1,,,,,,,,,,,excited,1,fun,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f7ca372a8afc510abbbe99b,inanimate,lexical,,,,,,,,,interesting,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f12f3b9b6d334012fba9ca4,inanimate,lexical,something you carry ,1,something you carry around ,1,something you can carry around or put down ,1,a collectible you can carry around,1,a model ,0,a device ,0,annoyed,1,excited,1,sad,1,scared,1,nervous,1,nervous,1,friendly ,0,safe,0,safe,0,safe,0,shy,1,shy,1,moody,1,moody,1,cool,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321292a23a6ebce8db47d93,inanimate,lexical,"earrings, phone case, food",1,"collectable, figurines, food",1,"collectibles, figurines, f",1,"pogs, something people collect, tamagotchi",1,Cool,0,afraid,1,hot,0,excited,1,broken,0,"vegan, animal-free, ",0,happy,1,animal toy,0,new,0,weird,0,awkward,0,normal,0,fresh,0,worried,1,annoyed,1,furious,1,sparkly,0,happy,1,cheery,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321292a23a6ebce8db47d93,inanimate,lexical,,,,,,,,,name,0,worried,1,boiling,0,looking forward to,1,not good,0,,,looking forward to,0,animal-related product,0,cool,0,odd,0,annoying,0,natural,0,clean,0,concerned,1,angry,1,angry,1,glittery,0,excited,1,happy,1,content,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321292a23a6ebce8db47d93,inanimate,lexical,,,,,,,,,new,0,put off,1,good,0,pumped,1,old,0,,,good,0,animal food,0,,,off putting,0,frustrating,0,comforting,0,new,0,conscious,1,frustrated,1,annoyed,1,new,0,filled with joy,1,excited,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c01bf7d4c14cf00019ce2a4,inanimate,lexical,candy,0,candy,1,candy,1,candy,1,a pet,0,annoyed,1,upset,1,upset,1,awesome,0,awesome,0,excited,1,excited,1,small,0,happy,1,fun,0,exhausting,0,hard,0,angry,1,angry,1,angry,1,expensive,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c01bf7d4c14cf00019ce2a4,inanimate,lexical,,,,,,,,,,,,,,,annoyed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdf2f9a2b78a56e7b66b9c8,inanimate,lexical,coins,1,lipsticks,1,coins,1,coins,1,cool,0,warm,0,warm,0,warm,0,cool,0,scared,1,hopeful,1,okay,0,dirty,0,safe,0,stressful,0,exciting,0,fluffy,0,worried,1,cranky,1,upset,1,bright,0,handy,0,handy,0,handy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600c4d8f3381f8363c4a1899,inanimate,lexical,things,1,[blank],n/a,muffins,1,muffins,1,fuzzy,0,upset,1,upset,1,upset,1,handmade,0,scared,1,scared,1,scared,1,wild,0,safe,0,safe,0,safe,0,fuzzy,0,angry,1,angry,1,angry,1,sparkly,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610989f5a53fc140b54538e0,inanimate,lexical,Personal items,1,A collectible toy,1,Toy characters,1,Collectible toy,1,Very cool,0,Correct?,0,sure,1,sure,1,Useful,0,Designed ,0,Prediction of future,0,Helpful,0,Gross,0,Gross,0,Gross,0,Gross,0,Strong,0,uncertain,1,angry,1,angry,1,Groovy,0,Fashionable,0,Fashionable,0,Fashionable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610989f5a53fc140b54538e0,inanimate,lexical,,,,,,,,,,,,,,,certain,1,,,,,,,,,,,,,,,,,,,worrying,0,,,,,fashionable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604669987ce28b034f7ae980,inanimate,lexical,pens,1,pens,1,pens,1,pen,1,special,0,excited,1,excited,1,excited,1,beautiful,0,scared,1,afraid,1,scared,1,large,0,exciting,0,annoying,0,irritable,1,sharp,0,upset,1,mad,1,mad,1,special,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604669987ce28b034f7ae980,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,scared,1,,,,,,,,,,,,,,,upset,1,upset,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f61ba7cfdaccd165da6985b,inanimate,lexical,fruits or objects,1,small objects,1,fruit or vegetables,1,fruit,1,good,0,good,0,aware,1,okay or good,0,warm,0,scared,1,alert,0,appropriate to use,0,cute,0,okay,0,good,0,good,0,fresh,0,great,0,secretive,0,appropriate,0,shiny,0,appropriate,0,appropriate to use,0,appropriate to use,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f61ba7cfdaccd165da6985b,inanimate,lexical,,,,,,,,,lovely,0,warm,0,,,,,cute,0,shy,1,,,,,fluffy,0,good,0,,,,,new,0,confident,1,confidential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bc9e8cd8106f8d94c636d4,inanimate,lexical,Gadget fidgit,1,Toy device ,1,Counting toy,1,Counters,1,Name,0,upset,1,upset,1,unpleased,1,Not good,0,Cant be around,0,Not great ,0,sad,1,Fancy,0,Fun,0,Fun,0,Good,0,Trash,0,mad,1,angry,1,mad,1,Expensive ,0,Useful,0,Feels good,0,Useful,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bc9e8cd8106f8d94c636d4,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,playful,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e6a11b646df0b0008647b87,inanimate,lexical,Pills,1,music playing devices,1,items of food ,0,ornaments,1,the model,0,warmth device,0,certain,1,excited,1,warm,0,cruelty-free,0,sure,1,happy,1,friendly,0,happy,0,fulfilling,0,fulfilling,0,colourful,0,quiet,0,annoyed,1,angry,1,the latest model,0,able to predict,0,grateful,1,grateful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599364c1fc37790001fa4e1d,inanimate,lexical,[blank],n/a,[blank],n/a,people,1,[blank],n/a,cool,0,[blank],n/a,[blank],n/a,unhappy,1,lovely,0,picture ,0,happy,1,happy,1,rare ,0,strange,0,scary,0,strange,0,[blank],n/a,worried,1,angry,1,upset,1,happy,1,animal dog,0,plant ,0,plant animal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599364c1fc37790001fa4e1d,inanimate,lexical,,,,,,,,,pretty,0,,,,,,,nice,0,,,,,lucky,0,,,happy,1,excited,1,exciting,0,,,concerned,1,upset,1,annoyed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
